,Formatted date,Name,Symbol,Price($),Market Cap ($),Circulating Supply
4254,2017-06-18,Monero,XMR,49.6,726591002.35,14648596
4255,2017-06-25,Monero,XMR,45.89,673947365.71,14685464
4256,2017-07-02,Monero,XMR,42.79,629998886.14,14721599
4257,2017-07-09,Monero,XMR,44.85,661790136.42,14755724
4258,2017-07-16,Monero,XMR,29.43,435296216.21,14791298
4259,2017-07-23,Monero,XMR,42.67,632586465.87,14826710
4260,2017-07-30,Monero,XMR,39.62,588803634.99,14861481
4261,2017-08-06,Monero,XMR,47.83,712456363.52,14895528
4262,2017-08-13,Monero,XMR,47.76,713061962.78,14929985
4263,2017-08-20,Monero,XMR,54.71,818088875.55,14953626
4264,2017-08-27,Monero,XMR,130.67,1959964173.53,14998807
4265,2017-09-03,Monero,XMR,126.01,1894074688.13,15031671
4266,2017-09-10,Monero,XMR,112.33,1692133440.18,15064478
4267,2017-09-17,Monero,XMR,93.74,1415252169.71,15096884
4268,2017-09-24,Monero,XMR,89.5,1354029615.78,15128949
4269,2017-10-01,Monero,XMR,93.22,1413301278.07,15160599
4270,2017-10-08,Monero,XMR,89.77,1363880450.27,15192276
4271,2017-10-15,Monero,XMR,94.87,1444160850.02,15223240
4272,2017-10-22,Monero,XMR,86.58,1320710885.14,15253886
4273,2017-10-29,Monero,XMR,88.65,1355008229.45,15284493
4274,2017-11-05,Monero,XMR,86.35,1322356591.89,15314473
4275,2017-11-12,Monero,XMR,123.86,1900534936.02,15344686
4276,2017-11-19,Monero,XMR,129.48,1990642472.05,15374258
4277,2017-11-26,Monero,XMR,163.37,2516568365.59,15403712
4278,2017-12-03,Monero,XMR,200.05,3087398970.92,15433062
4279,2017-12-10,Monero,XMR,245.33,3790207943.91,15449232
4280,2017-12-17,Monero,XMR,351.37,5443176708.39,15491181
4281,2017-12-24,Monero,XMR,337.06,5231007892.82,15519518
4282,2017-12-31,Monero,XMR,349.03,5426210002.08,15546731
4283,2018-01-07,Monero,XMR,459.33,7154342256.35,15575558
4284,2018-01-14,Monero,XMR,399.52,6233757640.93,15603161
4285,2018-01-21,Monero,XMR,345.08,5393671406.62,15630242
4286,2018-01-28,Monero,XMR,332.17,5200813331.87,15657205
4287,2018-02-04,Monero,XMR,221.05,3466922918.26,15684169
4288,2018-02-11,Monero,XMR,229.49,3605424212.4,15710933
4289,2018-02-18,Monero,XMR,300.12,4722970237.21,15737039
4290,2018-02-25,Monero,XMR,281.02,4429771037.29,15763019
4291,2018-03-04,Monero,XMR,368.97,5825637059.76,15788753
4292,2018-03-11,Monero,XMR,282.35,4465046504.53,15813801
4293,2018-03-18,Monero,XMR,209.63,3320404042.34,15839147
4294,2018-03-25,Monero,XMR,211.78,3359773507.2,15864147
4295,2018-04-01,Monero,XMR,175.51,2788623376.39,15888854
4296,2018-04-08,Monero,XMR,173.97,2767655569.63,15908693
4297,2018-04-15,Monero,XMR,200.62,3196612615.75,15933570
4298,2018-04-22,Monero,XMR,271.3,4329346558.22,15957680
4299,2018-04-29,Monero,XMR,256.87,4105186714.13,15981498
4300,2018-05-06,Monero,XMR,235.49,3768991277.89,16004841
4301,2018-05-13,Monero,XMR,209.58,3359123377.36,16028157
4302,2018-05-20,Monero,XMR,203.45,3265582343.57,16051351
4303,2018-05-27,Monero,XMR,166.08,2669597683.6,16074007
4304,2018-06-03,Monero,XMR,169.36,2726017917.87,16096459
4305,2018-06-10,Monero,XMR,139.51,2248777643.7,16119004
4306,2018-06-17,Monero,XMR,124.06,2002539486.35,16141316
4307,2018-06-24,Monero,XMR,121.29,1960474717.44,16163384
4308,2018-07-01,Monero,XMR,129.77,2100427219.22,16185395
4309,2018-07-08,Monero,XMR,138.12,2238474320.06,16206971
4310,2018-07-15,Monero,XMR,123.96,2011654074.12,16228383
4311,2018-07-22,Monero,XMR,128.72,2091722931.72,16249673
4312,2018-07-29,Monero,XMR,135.36,2201591009.18,16264830
4313,2018-08-05,Monero,XMR,117.27,1907665145.94,16266706
4314,2018-08-12,Monero,XMR,93.21,1516148257.38,16266706
4315,2018-08-19,Monero,XMR,98.42,1607490235.03,16332289
4316,2018-08-26,Monero,XMR,95.3,1558438890.75,16352611
4317,2018-09-02,Monero,XMR,120.5,1972849952.46,16372721
4318,2018-09-09,Monero,XMR,106.22,1741180688.19,16392768
4319,2018-09-16,Monero,XMR,117.04,1920866708.7,16412310
4320,2018-09-23,Monero,XMR,122.5,2012835318.92,16431820
4321,2018-09-30,Monero,XMR,116.26,1912551108.13,16451251
4322,2018-10-07,Monero,XMR,113.72,1872936437.84,16470166
4323,2018-10-14,Monero,XMR,100.91,1663865070.07,16489068
4324,2018-10-21,Monero,XMR,105.1,1734896513.35,16507082
4325,2018-10-28,Monero,XMR,104.98,1734802710.54,16525726
4326,2018-11-04,Monero,XMR,111.8,1849576023.16,16544184
4327,2018-11-11,Monero,XMR,106.38,1761826015.31,16562300
4328,2018-11-18,Monero,XMR,89.39,1482156655.31,16580232
4329,2018-11-25,Monero,XMR,58.05,963569060.86,16598011
4330,2018-12-02,Monero,XMR,59.1,982006148.45,16615722
4331,2018-12-09,Monero,XMR,47.75,794173848.08,16633056
4332,2018-12-16,Monero,XMR,39.34,655016344.61,16650353
4333,2018-12-23,Monero,XMR,52.76,879305229.26,16667468
4334,2018-12-30,Monero,XMR,48.36,806939516.43,16684608
4335,2019-01-06,Monero,XMR,54.88,916301117.67,16697487
4336,2019-01-13,Monero,XMR,43.11,719835396.81,16697487
4337,2019-01-20,Monero,XMR,44.11,738232142.7,16735001
4338,2019-01-27,Monero,XMR,46.58,780207473.11,16751487
4339,2019-02-03,Monero,XMR,42.9,719406512.16,16767882
4340,2019-02-10,Monero,XMR,49.83,836265588.9,16783157
4341,2019-02-17,Monero,XMR,48.07,807554570.83,16799990
4342,2019-02-24,Monero,XMR,49.01,824146428.25,16815722
4343,2019-03-03,Monero,XMR,50.11,843385247.82,16831437
4344,2019-03-10,Monero,XMR,50.95,858202872.1,16844613
4345,2019-03-17,Monero,XMR,53.54,902585866.92,16859544
4346,2019-03-24,Monero,XMR,53.74,906925110.08,16874695
4347,2019-03-31,Monero,XMR,55.89,943881892.47,16889616
4348,2019-04-07,Monero,XMR,69.81,1180056140.44,16904552
4349,2019-04-14,Monero,XMR,66.58,1126513833.46,16919320
4350,2019-04-21,Monero,XMR,68.72,1163658345.33,16933697
4351,2019-04-28,Monero,XMR,61.23,1037458845.78,16943649
4352,2019-05-05,Monero,XMR,66.08,1120902040.97,16962766
4353,2019-05-12,Monero,XMR,74.21,1259819570.62,16976902
4354,2019-05-19,Monero,XMR,90.62,1539746808.46,16990939
4355,2019-05-26,Monero,XMR,92.0,1564370682.15,17004919
4356,2019-06-02,Monero,XMR,94.94,1615842701.71,17018743
4357,2019-06-09,Monero,XMR,83.78,1427027278.67,17032194
4358,2019-06-16,Monero,XMR,95.86,1634068688.96,17045839
4359,2019-06-23,Monero,XMR,115.13,1964078842.54,17059271
4360,2019-06-30,Monero,XMR,87.74,1497868508.83,17070711
4361,2019-07-07,Monero,XMR,107.18,1831299478.21,17085691
4362,2019-07-14,Monero,XMR,85.92,1469061989.2,17098574
4363,2019-07-21,Monero,XMR,83.96,1436640153.59,17111546
4364,2019-07-28,Monero,XMR,79.49,1361217351.86,17124239
4365,2019-08-04,Monero,XMR,88.18,1511132702.24,17136889
4366,2019-08-11,Monero,XMR,92.25,1582098857.94,17149467
4367,2019-08-18,Monero,XMR,88.02,1510667110.24,17161841
4368,2019-08-25,Monero,XMR,80.37,1380344265.4,17174207
4369,2019-09-01,Monero,XMR,71.78,1233580704.17,17186343
4370,2019-09-08,Monero,XMR,77.38,1330742273.26,17198396
4371,2019-09-15,Monero,XMR,75.69,1302670692.64,17210363
4372,2019-09-22,Monero,XMR,73.19,1260457544.45,17222051
4373,2019-09-29,Monero,XMR,56.16,967928070.54,17233800
4374,2019-10-06,Monero,XMR,55.5,957040023.99,17245370
4375,2019-10-13,Monero,XMR,53.53,923683478.79,17256893
4376,2019-10-20,Monero,XMR,56.42,974338218.93,17268294
4377,2019-10-27,Monero,XMR,59.75,1032497926.34,17279470
4378,2019-11-03,Monero,XMR,63.47,1097392280.75,17290651
4379,2019-11-10,Monero,XMR,63.9,1105294084.01,17296526
4380,2019-11-17,Monero,XMR,62.14,1075882950.17,17312551
4381,2019-11-24,Monero,XMR,48.22,835374693.01,17323449
4382,2019-12-01,Monero,XMR,53.59,928901682.79,17334698
4383,2019-12-08,Monero,XMR,54.24,940877036.48,17345476
4384,2019-12-15,Monero,XMR,50.92,883861446.02,17356155
4385,2019-12-22,Monero,XMR,47.46,824143648.6,17366506
4386,2019-12-29,Monero,XMR,46.83,813746410.83,17376880
4387,2020-01-05,Monero,XMR,54.1,940587960.2,17387097
4388,2020-01-12,Monero,XMR,59.32,1032093745.25,17397351
4389,2020-01-19,Monero,XMR,65.13,1133678611.49,17407388
4390,2020-01-26,Monero,XMR,63.87,1112450843.96,17417316
4391,2020-02-02,Monero,XMR,75.04,1307725291.11,17427184
4392,2020-02-09,Monero,XMR,87.62,1527812199.03,17436944
4393,2020-02-16,Monero,XMR,88.42,1542623269.59,17446612
4394,2020-02-23,Monero,XMR,85.0,1483720712.96,17456218
4395,2020-03-01,Monero,XMR,64.74,1130665391.85,17465678
4396,2020-03-08,Monero,XMR,56.37,985094218.52,17474956
4397,2020-03-15,Monero,XMR,38.07,665634161.67,17484202
4398,2020-03-22,Monero,XMR,38.34,670755461.83,17493454
4399,2020-03-29,Monero,XMR,44.11,772022406.58,17502625
4400,2020-04-05,Monero,XMR,53.49,936704888.6,17511580
4401,2020-04-12,Monero,XMR,53.98,945794928.89,17520585
4402,2020-04-19,Monero,XMR,57.45,1007026800.78,17529411
4403,2020-04-26,Monero,XMR,61.23,1073830046.49,17538140
4404,2020-05-03,Monero,XMR,62.44,1095645952.25,17546867
4405,2020-05-10,Monero,XMR,58.86,1033284688.21,17555441
4406,2020-05-17,Monero,XMR,65.21,1145389118.18,17564030
4407,2020-05-24,Monero,XMR,61.19,1075316626.68,17572433
4408,2020-05-31,Monero,XMR,65.07,1143896843.52,17580761
4409,2020-06-07,Monero,XMR,66.61,1171616023.65,17589085
4410,2020-06-14,Monero,XMR,65.73,1156493686.01,17593691
4411,2020-06-21,Monero,XMR,64.55,1136407052.19,17605363
4412,2020-06-28,Monero,XMR,63.31,1115194094.01,17613454
4413,2020-07-05,Monero,XMR,63.22,1114029332.87,17621438
4414,2020-07-12,Monero,XMR,69.13,1218778549.09,17629292
4415,2020-07-19,Monero,XMR,68.77,1212942081.58,17637027
4416,2020-07-26,Monero,XMR,77.94,1375282378.19,17644846
4417,2020-08-02,Monero,XMR,84.97,1499891745.77,17652556
4418,2020-08-09,Monero,XMR,93.06,1643384225.34,17660056
4419,2020-08-16,Monero,XMR,91.22,1611628957.02,17667451
4420,2020-08-23,Monero,XMR,91.31,1613950623.31,17675003
4421,2020-08-30,Monero,XMR,96.15,1700118059.16,17682268
4422,2020-09-06,Monero,XMR,80.33,1421048812.82,17689555
4423,2020-09-13,Monero,XMR,89.5,1583940389.59,17696821
4424,2020-09-20,Monero,XMR,93.36,1652871343.41,17703942
4425,2020-09-27,Monero,XMR,97.18,1724090454.15,17740868
4426,2020-10-04,Monero,XMR,105.56,1872781773.73,17740868
4427,2020-10-11,Monero,XMR,125.92,2233963468.25,17740868
4428,2020-10-18,Monero,XMR,123.63,2193241718.62,17740941
4429,2020-10-25,Monero,XMR,130.8,2320502857.62,17740941
4430,2020-11-01,Monero,XMR,126.56,2245789059.92,17745516
4431,2020-11-08,Monero,XMR,120.33,2136196488.4,17752206
4432,2020-11-15,Monero,XMR,114.62,2035536334.01,17758852
4433,2020-11-22,Monero,XMR,123.33,2190908439.18,17764045
4434,2020-11-29,Monero,XMR,123.99,2203590270.62,17771961
4435,2020-12-06,Monero,XMR,134.65,2393871508.29,17778400
4436,2020-12-13,Monero,XMR,151.91,2701686452.85,17784792
4437,2020-12-20,Monero,XMR,152.5,2713151523.74,17791156
4438,2020-12-27,Monero,XMR,157.26,2798785869.76,17797384
4439,2021-01-03,Monero,XMR,138.06,2458046204.5,17803618
4440,2021-01-10,Monero,XMR,185.14,3297266767.21,17809780
4441,2021-01-17,Monero,XMR,159.58,2843108153.8,17815879
4442,2021-01-24,Monero,XMR,137.47,2449982300.7,17821881
4443,2021-01-31,Monero,XMR,138.06,2461328838.56,17827874
4444,2021-02-14,Monero,XMR,230.7,4115608586.5,17839685
4445,2021-02-28,Monero,XMR,217.99,3891382922.75,17851239
4446,2016-01-17,NEM,XEM,0.0002938,2644355.55,8999999999
4447,2016-01-24,NEM,XEM,0.0004134,3720339.94,8999999999
4448,2016-01-31,NEM,XEM,0.0004909,4418380.38,8999999999
4449,2016-02-07,NEM,XEM,0.0006062,5455544.51,8999999999
4450,2016-02-14,NEM,XEM,0.0005939,5345080.98,8999999999
4451,2016-02-21,NEM,XEM,0.0006618,5956015.9,8999999999
4452,2016-02-28,NEM,XEM,0.0006537,5883600.45,8999999999
4453,2016-03-06,NEM,XEM,0.001043,9384574.72,8999999999
4454,2016-03-13,NEM,XEM,0.001341,12072817.65,8999999999
4455,2016-03-20,NEM,XEM,0.001239,11146673.93,8999999999
4456,2016-03-27,NEM,XEM,0.001454,13085556.91,8999999999
4457,2016-04-03,NEM,XEM,0.00136,12242190.77,8999999999
4458,2016-04-10,NEM,XEM,0.0014,12601745.08,8999999999
4459,2016-04-17,NEM,XEM,0.0015,13503218.77,8999999999
4460,2016-04-24,NEM,XEM,0.001533,13798409.49,8999999999
4461,2016-05-01,NEM,XEM,0.001606,14453072.8,8999999999
4462,2016-05-08,NEM,XEM,0.001517,13654292.09,8999999999
4463,2016-05-15,NEM,XEM,0.00147,13233613.8,8999999999
4464,2016-05-22,NEM,XEM,0.001698,15285271.1,8999999999
4465,2016-05-29,NEM,XEM,0.001648,14833246.59,8999999999
4466,2016-06-05,NEM,XEM,0.002003,18024922.35,8999999999
4467,2016-06-12,NEM,XEM,0.002094,18843683.41,8999999999
4468,2016-06-19,NEM,XEM,0.005004,45039657.96,8999999999
4469,2016-06-26,NEM,XEM,0.006817,61357232.74,8999999999
4470,2016-07-03,NEM,XEM,0.01077,96915964.96,8999999999
4471,2016-07-10,NEM,XEM,0.00815,73353638.86,8999999999
4472,2016-07-17,NEM,XEM,0.00772,69484221.28,8999999999
4473,2016-07-24,NEM,XEM,0.006881,61928937.2,8999999999
4474,2016-07-31,NEM,XEM,0.006658,59920725.41,8999999999
4475,2016-08-07,NEM,XEM,0.005018,45160382.52,8999999999
4476,2016-08-14,NEM,XEM,0.006493,58439680.83,8999999999
4477,2016-08-21,NEM,XEM,0.006325,56927141.26,8999999999
4478,2016-08-28,NEM,XEM,0.005945,53506813.47,8999999999
4479,2016-09-04,NEM,XEM,0.005647,50820170.43,8999999999
4480,2016-09-11,NEM,XEM,0.005716,51444668.32,8999999999
4481,2016-09-18,NEM,XEM,0.005174,46565290.07,8999999999
4482,2016-09-25,NEM,XEM,0.005066,45594963.24,8999999999
4483,2016-10-02,NEM,XEM,0.004311,38802704.77,8999999999
4484,2016-10-09,NEM,XEM,0.003877,34896431.95,8999999999
4485,2016-10-16,NEM,XEM,0.003988,35889712.62,8999999999
4486,2016-10-23,NEM,XEM,0.003751,33759906.65,8999999999
4487,2016-10-30,NEM,XEM,0.003712,33411483.51,8999999999
4488,2016-11-06,NEM,XEM,0.003706,33355716.61,8999999999
4489,2016-11-13,NEM,XEM,0.004647,41819033.21,8999999999
4490,2016-11-20,NEM,XEM,0.003943,35485076.25,8999999999
4491,2016-11-27,NEM,XEM,0.003671,33039199.18,8999999999
4492,2016-12-04,NEM,XEM,0.003563,32069239.06,8999999999
4493,2016-12-11,NEM,XEM,0.00344,30956369.59,8999999999
4494,2016-12-18,NEM,XEM,0.003819,34370501.06,8999999999
4495,2016-12-25,NEM,XEM,0.003606,32455741.19,8999999999
4496,2017-01-01,NEM,XEM,0.00344,30962257.88,8999999999
4497,2017-01-08,NEM,XEM,0.003421,30791256.57,8999999999
4498,2017-01-15,NEM,XEM,0.003667,33006903.71,8999999999
4499,2017-01-22,NEM,XEM,0.003696,33264720.58,8999999999
4500,2017-01-29,NEM,XEM,0.005164,46473365.74,8999999999
4501,2017-02-05,NEM,XEM,0.006389,57499872.51,8999999999
4502,2017-02-12,NEM,XEM,0.0069,62097815.79,8999999999
4503,2017-02-19,NEM,XEM,0.006352,57168590.36,8999999999
4504,2017-02-26,NEM,XEM,0.006447,58022966.14,8999999999
4505,2017-03-05,NEM,XEM,0.01134,102037861.0,8999999999
4506,2017-03-12,NEM,XEM,0.009894,89044385.58,8999999999
4507,2017-03-19,NEM,XEM,0.01647,148270066.81,8999999999
4508,2017-03-26,NEM,XEM,0.01353,121744737.95,8999999999
4509,2017-04-02,NEM,XEM,0.01609,144774226.46,8999999999
4510,2017-04-09,NEM,XEM,0.02002,180135481.04,8999999999
4511,2017-04-16,NEM,XEM,0.02411,217024086.02,8999999999
4512,2017-04-23,NEM,XEM,0.03144,282965742.02,8999999999
4513,2017-04-30,NEM,XEM,0.05097,458693314.29,8999999999
4514,2017-05-07,NEM,XEM,0.09933,893949821.49,8999999999
4515,2017-05-14,NEM,XEM,0.1259,1133516013.5,8999999999
4516,2017-05-21,NEM,XEM,0.244,2196370035.17,8999999999
4517,2017-05-28,NEM,XEM,0.2081,1873133674.06,8999999999
4518,2017-06-04,NEM,XEM,0.2156,1940053581.98,8999999999
4519,2017-06-11,NEM,XEM,0.218,1962153643.15,8999999999
4520,2017-06-18,NEM,XEM,0.198,1782298117.68,8999999999
4521,2017-06-25,NEM,XEM,0.1772,1594635218.2,8999999999
4522,2017-07-02,NEM,XEM,0.1593,1433802053.17,8999999999
4523,2017-07-09,NEM,XEM,0.153,1376932516.54,8999999999
4524,2017-07-16,NEM,XEM,0.09729,875642068.59,8999999999
4525,2017-07-23,NEM,XEM,0.1661,1495223566.72,8999999999
4526,2017-07-30,NEM,XEM,0.1605,1444499239.17,8999999999
4527,2017-08-06,NEM,XEM,0.2483,2234863489.62,8999999999
4528,2017-08-13,NEM,XEM,0.2573,2316049664.96,8999999999
4529,2017-08-20,NEM,XEM,0.2714,2442972063.75,8999999999
4530,2017-08-27,NEM,XEM,0.2746,2471765577.52,8999999999
4531,2017-09-03,NEM,XEM,0.3073,2765377074.17,8999999999
4532,2017-09-10,NEM,XEM,0.257,2312772273.76,8999999999
4533,2017-09-17,NEM,XEM,0.2041,1836606681.14,8999999999
4534,2017-09-24,NEM,XEM,0.2162,1945387020.49,8999999999
4535,2017-10-01,NEM,XEM,0.2462,2215621590.37,8999999999
4536,2017-10-08,NEM,XEM,0.1948,1753266289.64,8999999999
4537,2017-10-15,NEM,XEM,0.2073,1865697383.67,8999999999
4538,2017-10-22,NEM,XEM,0.2119,1907543465.28,8999999999
4539,2017-10-29,NEM,XEM,0.2013,1812029331.72,8999999999
4540,2017-11-05,NEM,XEM,0.1803,1622780307.95,8999999999
4541,2017-11-12,NEM,XEM,0.1804,1623650416.55,8999999999
4542,2017-11-19,NEM,XEM,0.2019,1817524775.66,8999999999
4543,2017-11-26,NEM,XEM,0.2139,1924972995.9,8999999999
4544,2017-12-03,NEM,XEM,0.2759,2483233898.6,8999999999
4545,2017-12-10,NEM,XEM,0.394,3545692830.88,8999999999
4546,2017-12-17,NEM,XEM,0.6878,6190439700.39,8999999999
4547,2017-12-24,NEM,XEM,1.04,9396147250.09,8999999999
4548,2017-12-31,NEM,XEM,1.03,9306424139.9,8999999999
4549,2018-01-07,NEM,XEM,1.84,16584480283.8,8999999999
4550,2018-01-14,NEM,XEM,1.39,12523573993.25,8999999999
4551,2018-01-21,NEM,XEM,1.07,9599050997.62,8999999999
4552,2018-01-28,NEM,XEM,1.03,9275057314.8,8999999999
4553,2018-02-04,NEM,XEM,0.5509,4957834302.83,8999999999
4554,2018-02-11,NEM,XEM,0.5286,4757757603.59,8999999999
4555,2018-02-18,NEM,XEM,0.5304,4773664712.38,8999999999
4556,2018-02-25,NEM,XEM,0.3986,3587793320.02,8999999999
4557,2018-03-04,NEM,XEM,0.3567,3209858536.36,8999999999
4558,2018-03-11,NEM,XEM,0.3504,3153407692.56,8999999999
4559,2018-03-18,NEM,XEM,0.2818,2535833626.7,8999999999
4560,2018-03-25,NEM,XEM,0.2889,2599903285.21,8999999999
4561,2018-04-01,NEM,XEM,0.2088,1879113659.05,8999999999
4562,2018-04-08,NEM,XEM,0.2355,2119413569.33,8999999999
4563,2018-04-15,NEM,XEM,0.3584,3225218474.51,8999999999
4564,2018-04-22,NEM,XEM,0.3861,3474820553.87,8999999999
4565,2018-04-29,NEM,XEM,0.427,3843049227.76,8999999999
4566,2018-05-06,NEM,XEM,0.4185,3766714095.65,8999999999
4567,2018-05-13,NEM,XEM,0.356,3204255938.17,8999999999
4568,2018-05-20,NEM,XEM,0.3214,2892584055.34,8999999999
4569,2018-05-27,NEM,XEM,0.2567,2310547917.82,8999999999
4570,2018-06-03,NEM,XEM,0.264,2375766902.9,8999999999
4571,2018-06-10,NEM,XEM,0.2168,1951442509.67,8999999999
4572,2018-06-17,NEM,XEM,0.1949,1754004433.56,8999999999
4573,2018-06-24,NEM,XEM,0.1523,1370936304.18,8999999999
4574,2018-07-01,NEM,XEM,0.1714,1542294055.05,8999999999
4575,2018-07-08,NEM,XEM,0.1847,1661868005.81,8999999999
4576,2018-07-15,NEM,XEM,0.1625,1462652966.22,8999999999
4577,2018-07-22,NEM,XEM,0.1703,1533051028.68,8999999999
4578,2018-07-29,NEM,XEM,0.1769,1592216938.56,8999999999
4579,2018-08-05,NEM,XEM,0.1468,1321388929.94,8999999999
4580,2018-08-12,NEM,XEM,0.1075,967254929.14,8999999999
4581,2018-08-19,NEM,XEM,0.1085,976434655.38,8999999999
4582,2018-08-26,NEM,XEM,0.1041,936734408.04,8999999999
4583,2018-09-02,NEM,XEM,0.1125,1012851744.78,8999999999
4584,2018-09-09,NEM,XEM,0.09756,878023870.19,8999999999
4585,2018-09-16,NEM,XEM,0.09083,817482389.42,8999999999
4586,2018-09-23,NEM,XEM,0.1016,914520218.87,8999999999
4587,2018-09-30,NEM,XEM,0.09689,872053004.7,8999999999
4588,2018-10-07,NEM,XEM,0.1058,952496945.75,8999999999
4589,2018-10-14,NEM,XEM,0.09225,830249302.0,8999999999
4590,2018-10-21,NEM,XEM,0.0995,895462386.21,8999999999
4591,2018-10-28,NEM,XEM,0.09337,840345337.89,8999999999
4592,2018-11-04,NEM,XEM,0.09487,853795891.42,8999999999
4593,2018-11-11,NEM,XEM,0.09303,837228680.38,8999999999
4594,2018-11-18,NEM,XEM,0.09327,839390177.48,8999999999
4595,2018-11-25,NEM,XEM,0.06929,623595851.03,8999999999
4596,2018-12-02,NEM,XEM,0.0779,701127573.4,8999999999
4597,2018-12-09,NEM,XEM,0.07433,668936746.84,8999999999
4598,2018-12-16,NEM,XEM,0.06064,545768095.63,8999999999
4599,2018-12-23,NEM,XEM,0.07396,665642997.66,8999999999
4600,2018-12-30,NEM,XEM,0.0688,619220627.98,8999999999
4601,2019-01-06,NEM,XEM,0.06663,599643070.52,8999999999
4602,2019-01-13,NEM,XEM,0.05484,493580946.86,8999999999
4603,2019-01-20,NEM,XEM,0.05594,503473664.42,8999999999
4604,2019-01-27,NEM,XEM,0.05272,474438962.32,8999999999
4605,2019-02-03,NEM,XEM,0.03926,353382891.86,8999999999
4606,2019-02-10,NEM,XEM,0.04011,360979001.67,8999999999
4607,2019-02-17,NEM,XEM,0.04187,376859105.58,8999999999
4608,2019-02-24,NEM,XEM,0.04293,386361143.13,8999999999
4609,2019-03-03,NEM,XEM,0.04335,390123986.17,8999999999
4610,2019-03-10,NEM,XEM,0.04506,405534516.6,8999999999
4611,2019-03-17,NEM,XEM,0.0506,455426312.38,8999999999
4612,2019-03-24,NEM,XEM,0.05102,459187259.31,8999999999
4613,2019-04-07,NEM,XEM,0.072,647987653.64,8999999999
4614,2019-05-19,NEM,XEM,0.09456,851043504.32,8999999999
4615,2019-05-26,NEM,XEM,0.08799,791940061.98,8999999999
4616,2019-06-02,NEM,XEM,0.09534,858087702.81,8999999999
4617,2019-06-16,NEM,XEM,0.08747,787226989.42,8999999999
4618,2019-06-23,NEM,XEM,0.09081,817280305.06,8999999999
4619,2020-09-06,NEM,XEM,0.1351,1215903514.08,8999999999
4620,2020-11-29,NEM,XEM,0.178,1601727676.93,8999999999
4621,2020-12-06,NEM,XEM,0.249,2240616067.91,8999999999
4622,2020-12-13,NEM,XEM,0.2527,2274566033.28,8999999999
4623,2020-12-20,NEM,XEM,0.2892,2602881250.22,8999999999
4624,2020-12-27,NEM,XEM,0.2359,2123154048.23,8999999999
4625,2021-01-03,NEM,XEM,0.2105,1894334537.88,8999999999
4626,2021-01-10,NEM,XEM,0.2356,2119987262.45,8999999999
4627,2021-02-07,NEM,XEM,0.3052,2746684187.5,8999999999
4628,2021-02-21,NEM,XEM,0.5665,5098805951.18,8999999999
4629,2021-02-28,NEM,XEM,0.6041,5437313056.99,8999999999
4630,2021-03-07,NEM,XEM,0.7082,6373778997.12,8999999999
4631,2013-04-28,Namecoin,NMC,1.11,5995997.19,5415300
4632,2013-05-05,Namecoin,NMC,1.15,6290543.05,5465350
4633,2013-05-12,Namecoin,NMC,0.8464,4674413.4,5522700
4634,2013-05-19,Namecoin,NMC,0.8576,4789082.16,5584350
4635,2013-05-26,Namecoin,NMC,0.9304,5251485.27,5644600
4636,2013-06-02,Namecoin,NMC,0.7093,4038794.14,5694100
4637,2013-06-09,Namecoin,NMC,0.576,3311798.26,5749650
4638,2013-06-16,Namecoin,NMC,0.3951,2313381.58,5855850
4639,2013-06-23,Namecoin,NMC,0.5627,3329217.96,5916000
4640,2013-06-30,Namecoin,NMC,0.5014,2995222.23,5973400
4641,2013-07-07,Namecoin,NMC,0.4369,2598102.11,5946293
4642,2013-07-14,Namecoin,NMC,0.5397,3241516.48,6005693
4643,2013-07-21,Namecoin,NMC,0.4883,2962845.61,6067993
4644,2013-07-28,Namecoin,NMC,0.6135,3755531.57,6121493
4645,2013-08-04,Namecoin,NMC,0.6214,3844310.07,6186543
4646,2013-08-11,Namecoin,NMC,0.673,4222475.34,6273643
4647,2013-08-18,Namecoin,NMC,0.681,4320531.6,6344393
4648,2013-08-25,Namecoin,NMC,0.6142,3939439.05,6413743
4649,2013-09-01,Namecoin,NMC,0.5686,3689125.25,6488343
4650,2013-09-08,Namecoin,NMC,0.5864,3845497.84,6557793
4651,2013-09-15,Namecoin,NMC,0.5932,3927493.58,6621043
4652,2013-09-22,Namecoin,NMC,0.5681,3801056.34,6690493
4653,2013-09-29,Namecoin,NMC,0.5137,3517486.22,6848000
4654,2013-10-06,Namecoin,NMC,0.5676,3921037.64,6908100
4655,2013-10-13,Namecoin,NMC,0.6092,4250854.27,6978300
4656,2013-10-20,Namecoin,NMC,0.4714,3329028.64,7061300
4657,2013-10-27,Namecoin,NMC,0.4538,3223967.8,7104750
4658,2013-11-03,Namecoin,NMC,0.5828,4196113.79,7200100
4659,2013-11-10,Namecoin,NMC,0.6369,4624532.62,7260900
4660,2013-11-17,Namecoin,NMC,0.6255,4578176.84,7319500
4661,2013-11-24,Namecoin,NMC,2.71,20001994.64,7381150
4662,2013-12-01,Namecoin,NMC,8.42,62668948.41,7441950
4663,2013-12-08,Namecoin,NMC,6.29,46654461.57,7420343
4664,2013-12-15,Namecoin,NMC,5.86,43908870.14,7491393
4665,2013-12-22,Namecoin,NMC,4.04,30563713.11,7560543
4666,2013-12-29,Namecoin,NMC,5.01,38151789.93,7620093
4667,2014-01-05,Namecoin,NMC,7.84,60232061.64,7681043
4668,2014-01-12,Namecoin,NMC,6.53,50554149.56,7746643
