,Formatted date,Name,Symbol,Price($),Market Cap ($),Circulating Supply
0,2018-03-25,Binance Coin,BNB,12.78,1265701910.15,99014000
1,2018-04-01,Binance Coin,BNB,11.07,1286571421.31,116261604
2,2018-04-08,Binance Coin,BNB,12.12,1408814326.24,116261604
3,2018-04-15,Binance Coin,BNB,13.06,1489239542.33,114041290
4,2018-04-22,Binance Coin,BNB,12.88,1468380145.13,114041290
5,2018-05-20,Binance Coin,BNB,14.12,1610011880.5,114041290
6,2018-05-27,Binance Coin,BNB,12.61,1437578721.32,114041290
7,2018-06-03,Binance Coin,BNB,14.57,1661131085.42,114041290
8,2018-06-10,Binance Coin,BNB,14.18,1617584608.64,114041290
9,2018-06-17,Binance Coin,BNB,16.58,1890669938.6,114041290
10,2018-06-24,Binance Coin,BNB,14.45,1647627987.45,114041290
11,2018-07-01,Binance Coin,BNB,14.4,1642662194.55,114041290
12,2018-07-08,Binance Coin,BNB,13.99,1595654377.72,114041290
13,2018-07-15,Binance Coin,BNB,12.29,1401464783.31,114041290
14,2018-07-22,Binance Coin,BNB,12.12,1157602204.93,95512523
15,2018-07-29,Binance Coin,BNB,14.02,1339200206.22,95512523
16,2018-08-05,Binance Coin,BNB,13.62,1301186608.96,95512523
17,2018-08-12,Binance Coin,BNB,11.74,1121485876.3,95512523
18,2018-08-19,Binance Coin,BNB,10.16,970047241.07,95512523
19,2018-08-26,Binance Coin,BNB,10.19,972854203.96,95512523
20,2018-09-02,Binance Coin,BNB,11.3,1079236239.04,95512523
21,2018-09-09,Binance Coin,BNB,9.51,908575519.07,95512523
22,2018-09-16,Binance Coin,BNB,9.94,949014238.98,95512523
23,2018-09-23,Binance Coin,BNB,10.28,1155980801.42,112443301
24,2018-09-30,Binance Coin,BNB,10.02,1176518947.54,117443301
25,2018-10-07,Binance Coin,BNB,10.52,1235385641.48,117443301
26,2018-10-14,Binance Coin,BNB,9.5,1115328982.42,117443301
27,2018-10-21,Binance Coin,BNB,9.74,1274417147.86,130799315
28,2018-10-28,Binance Coin,BNB,9.67,1264409760.85,130799315
29,2018-11-04,Binance Coin,BNB,9.63,1259276036.54,130799315
30,2018-11-11,Binance Coin,BNB,9.47,1238145868.75,130799315
31,2018-11-18,Binance Coin,BNB,8.0,1046363101.06,130799315
32,2018-11-25,Binance Coin,BNB,5.18,677616541.52,130799315
33,2018-12-02,Binance Coin,BNB,5.25,686750929.99,130799315
34,2018-12-09,Binance Coin,BNB,4.86,635567538.85,130799315
35,2018-12-16,Binance Coin,BNB,4.65,607596553.58,130799315
36,2018-12-23,Binance Coin,BNB,6.06,792514008.11,130799308
37,2018-12-30,Binance Coin,BNB,6.0,784234811.6,130799308
38,2019-01-06,Binance Coin,BNB,6.4,836589632.29,130799308
39,2019-01-13,Binance Coin,BNB,5.57,728389539.4,130799308
40,2019-01-20,Binance Coin,BNB,6.49,838848751.24,129175490
41,2019-01-27,Binance Coin,BNB,7.09,915621568.58,129175490
42,2019-02-03,Binance Coin,BNB,6.74,870405723.23,129175490
43,2019-02-10,Binance Coin,BNB,9.21,1300443647.11,141175490
44,2019-02-17,Binance Coin,BNB,9.22,1301079823.0,141175490
45,2019-02-24,Binance Coin,BNB,10.11,1427720907.03,141175490
46,2019-03-03,Binance Coin,BNB,11.54,1628869046.88,141175490
47,2019-03-10,Binance Coin,BNB,14.49,2046259504.26,141175490
48,2019-03-17,Binance Coin,BNB,15.76,2225087468.76,141175490
49,2019-03-24,Binance Coin,BNB,17.29,2440268717.14,141175490
50,2019-03-31,Binance Coin,BNB,17.4,2456689309.02,141175490
51,2019-04-07,Binance Coin,BNB,19.11,2697901876.07,141175490
52,2019-04-14,Binance Coin,BNB,19.49,2751795496.84,141175490
53,2019-04-21,Binance Coin,BNB,24.19,3415575669.07,141175490
54,2019-04-28,Binance Coin,BNB,22.9,3232825507.84,141175490
55,2019-05-05,Binance Coin,BNB,23.02,3249853031.21,141175490
56,2019-05-12,Binance Coin,BNB,20.83,2940727441.47,141175490
57,2019-05-19,Binance Coin,BNB,29.41,4152372616.38,141175490
58,2019-05-26,Binance Coin,BNB,34.1,4814769247.91,141175490
59,2019-06-02,Binance Coin,BNB,33.17,4683362944.16,141175490
60,2019-06-09,Binance Coin,BNB,30.56,4314081086.68,141175490
61,2019-06-16,Binance Coin,BNB,32.4,4574470639.88,141175490
62,2019-06-23,Binance Coin,BNB,37.13,5242513178.55,141175490
63,2019-06-30,Binance Coin,BNB,32.44,4580083462.04,141175490
64,2019-07-07,Binance Coin,BNB,33.24,4692823027.78,141175490
65,2019-07-14,Binance Coin,BNB,28.92,4083399701.45,141175490
66,2019-07-21,Binance Coin,BNB,30.52,4746909287.27,155536713
67,2019-07-28,Binance Coin,BNB,27.84,4329390810.27,155536713
68,2019-08-04,Binance Coin,BNB,27.56,4285994666.62,155536713
69,2019-08-11,Binance Coin,BNB,30.06,4675006646.4,155536713
70,2019-08-18,Binance Coin,BNB,27.93,4344520680.48,155536713
71,2019-08-25,Binance Coin,BNB,26.13,4064461676.71,155536713
72,2019-09-01,Binance Coin,BNB,21.57,3354720068.0,155536713
73,2019-09-08,Binance Coin,BNB,22.56,3509171072.71,155536713
74,2019-09-15,Binance Coin,BNB,20.6,3203891493.01,155536713
75,2019-09-22,Binance Coin,BNB,20.53,3192478009.93,155536713
76,2019-09-29,Binance Coin,BNB,15.31,2380504959.59,155536713
77,2019-10-06,Binance Coin,BNB,15.35,2387329910.37,155536713
78,2019-10-13,Binance Coin,BNB,18.31,2847569963.89,155536713
79,2019-10-20,Binance Coin,BNB,18.44,2867774149.14,155536713
80,2019-10-27,Binance Coin,BNB,19.35,3008958175.1,155536713
81,2019-11-03,Binance Coin,BNB,20.21,3142781985.62,155536713
82,2019-11-10,Binance Coin,BNB,20.48,3185665329.36,155536713
83,2019-11-17,Binance Coin,BNB,20.26,3151297090.58,155536713
84,2019-11-24,Binance Coin,BNB,15.28,2376408888.99,155536713
85,2019-12-01,Binance Coin,BNB,15.5,2410249227.29,155536713
86,2019-12-08,Binance Coin,BNB,15.67,2437963812.54,155536713
87,2019-12-15,Binance Coin,BNB,14.49,2253796377.9,155536713
88,2019-12-22,Binance Coin,BNB,13.84,2151987386.59,155536713
89,2019-12-29,Binance Coin,BNB,14.15,2200851434.24,155536713
90,2020-01-05,Binance Coin,BNB,14.11,2194781442.97,155536713
91,2020-01-12,Binance Coin,BNB,15.32,2383146448.92,155536713
92,2020-01-19,Binance Coin,BNB,17.37,2701556607.34,155536713
93,2020-01-26,Binance Coin,BNB,17.44,2712347640.85,155536713
94,2020-02-02,Binance Coin,BNB,18.45,2869369978.09,155536713
95,2020-02-09,Binance Coin,BNB,24.31,3780873790.45,155536713
96,2020-02-16,Binance Coin,BNB,23.47,3649884928.76,155536713
97,2020-02-23,Binance Coin,BNB,22.83,3550727460.84,155536713
98,2020-03-01,Binance Coin,BNB,18.96,2949478829.75,155536713
99,2020-03-08,Binance Coin,BNB,16.97,2640090329.11,155536713
100,2020-03-15,Binance Coin,BNB,10.44,1623183882.36,155536713
101,2020-03-22,Binance Coin,BNB,11.16,1735514181.23,155536713
102,2020-03-29,Binance Coin,BNB,11.44,1779529888.49,155536713
103,2020-04-05,Binance Coin,BNB,13.73,2136159300.3,155536713
104,2020-04-12,Binance Coin,BNB,14.38,2235857452.23,155536713
105,2020-04-19,Binance Coin,BNB,16.14,2510351930.17,155536713
106,2020-04-26,Binance Coin,BNB,16.38,2548277410.73,155536713
107,2020-05-03,Binance Coin,BNB,17.13,2663768292.97,155536713
108,2020-05-10,Binance Coin,BNB,15.3,2379038125.96,155536713
109,2020-05-17,Binance Coin,BNB,16.31,2537526372.75,155536713
110,2020-05-24,Binance Coin,BNB,16.08,2501565035.32,155536713
111,2020-05-31,Binance Coin,BNB,17.04,2650418985.6,155536713
112,2020-06-07,Binance Coin,BNB,17.45,2713654464.64,155536713
113,2020-06-14,Binance Coin,BNB,16.66,2590657273.06,155536713
114,2020-06-21,Binance Coin,BNB,16.0,2488778109.43,155536713
115,2020-06-28,Binance Coin,BNB,15.42,2398389948.41,155536713
116,2020-07-05,Binance Coin,BNB,15.48,2407743526.74,155536713
117,2020-07-12,Binance Coin,BNB,18.24,2836452254.36,155536713
118,2020-07-19,Binance Coin,BNB,17.96,2792782900.26,155536713
119,2020-07-26,Binance Coin,BNB,19.52,2818964002.61,144406560
120,2020-08-02,Binance Coin,BNB,20.94,3024579086.6,144406560
121,2020-08-09,Binance Coin,BNB,22.48,3245614914.0,144406560
122,2020-08-16,Binance Coin,BNB,23.5,3393135633.9,144406560
123,2020-08-23,Binance Coin,BNB,21.87,3158293018.89,144406560
124,2020-08-30,Binance Coin,BNB,23.64,3414480811.08,144406560
125,2020-09-06,Binance Coin,BNB,23.19,3348883883.94,144406560
126,2020-09-13,Binance Coin,BNB,31.06,4485069874.89,144406560
127,2020-09-20,Binance Coin,BNB,26.39,3811197211.66,144406560
128,2020-09-27,Binance Coin,BNB,26.2,3783338732.86,144406561
129,2020-10-04,Binance Coin,BNB,28.94,4179682348.61,144406561
130,2020-10-11,Binance Coin,BNB,28.56,4123613090.38,144406561
131,2020-10-18,Binance Coin,BNB,30.66,4427436309.5,144406561
132,2020-10-25,Binance Coin,BNB,30.11,4347726477.27,144406561
133,2020-11-01,Binance Coin,BNB,28.46,4110036786.41,144406561
134,2020-11-08,Binance Coin,BNB,28.31,4087444399.62,144406561
135,2020-11-15,Binance Coin,BNB,27.62,3988657963.47,144406561
136,2020-11-22,Binance Coin,BNB,29.93,4321376636.12,144406561
137,2020-11-29,Binance Coin,BNB,30.12,4349179640.9,144406561
138,2020-12-06,Binance Coin,BNB,29.54,4265885902.99,144406561
139,2020-12-13,Binance Coin,BNB,29.1,4202475238.85,144406561
140,2020-12-20,Binance Coin,BNB,34.16,4932970915.74,144406561
141,2020-12-27,Binance Coin,BNB,33.51,4839330613.85,144406561
142,2021-01-03,Binance Coin,BNB,41.15,5942182740.66,144406561
143,2021-01-10,Binance Coin,BNB,42.45,6129838356.33,144406561
144,2021-01-17,Binance Coin,BNB,45.68,6505788374.76,142406561
145,2021-01-24,Binance Coin,BNB,41.88,6472081159.88,154532785
146,2021-01-31,Binance Coin,BNB,44.28,6842092372.86,154532785
147,2021-02-07,Binance Coin,BNB,68.59,10599484196.39,154532785
148,2021-02-14,Binance Coin,BNB,136.43,21082369583.06,154532785
149,2021-02-21,Binance Coin,BNB,293.92,45420831168.45,154532785
150,2021-02-28,Binance Coin,BNB,209.57,32386116331.48,154532785
151,2021-03-07,Binance Coin,BNB,240.18,37115563234.61,154532785
152,2021-03-14,Binance Coin,BNB,264.64,40895052331.8,154532785
153,2021-03-21,Binance Coin,BNB,264.89,40933596276.01,154532785
154,2021-03-28,Binance Coin,BNB,269.19,41598879255.91,154532785
155,2021-04-04,Binance Coin,BNB,351.62,54337497318.26,154532785
156,2021-04-11,Binance Coin,BNB,525.39,81189295175.02,154532785
157,2021-04-18,Binance Coin,BNB,481.03,73806479141.25,153432897
158,2021-04-25,Binance Coin,BNB,505.08,77495435715.04,153432897
159,2021-05-02,Binance Coin,BNB,622.1,95450760763.81,153432897
160,2021-05-09,Binance Coin,BNB,662.23,101607648677.76,153432897
161,2021-05-16,Binance Coin,BNB,562.83,86356615319.47,153432897
162,2021-05-23,Binance Coin,BNB,262.95,40344516407.09,153432897
163,2021-05-30,Binance Coin,BNB,325.78,49985988837.23,153432897
164,2021-06-06,Binance Coin,BNB,393.82,60424976235.95,153432897
165,2021-06-13,Binance Coin,BNB,366.65,56256011121.22,153432897
166,2021-06-20,Binance Coin,BNB,340.07,52177493482.09,153432897
167,2021-06-27,Binance Coin,BNB,290.57,44582539627.56,153432897
168,2021-07-04,Binance Coin,BNB,307.73,47216226923.6,153432897
169,2021-07-11,Binance Coin,BNB,322.03,49410249319.0,153432897
170,2021-07-18,Binance Coin,BNB,302.48,51250407821.83,169433764
171,2021-07-25,Binance Coin,BNB,302.44,50850719806.21,168137036
172,2021-08-01,Binance Coin,BNB,333.48,56071010565.43,168137036
173,2021-08-08,Binance Coin,BNB,342.06,57513752130.17,168137036
174,2021-08-15,Binance Coin,BNB,414.6,69708780300.69,168137036
175,2021-08-22,Binance Coin,BNB,449.05,75502522647.04,168137036
176,2021-08-29,Binance Coin,BNB,480.28,80753365779.87,168137036
177,2021-09-05,Binance Coin,BNB,504.62,84845287773.55,168137036
178,2021-09-12,Binance Coin,BNB,416.68,70059881720.23,168137036
179,2021-09-19,Binance Coin,BNB,408.47,68679211877.59,168137036
180,2021-09-26,Binance Coin,BNB,344.18,57869701517.48,168137036
181,2021-10-03,Binance Coin,BNB,430.51,72384475441.52,168137036
182,2021-10-10,Binance Coin,BNB,405.07,68107150217.45,168137036
183,2021-10-17,Binance Coin,BNB,470.63,78500881098.01,166801148
184,2021-10-24,Binance Coin,BNB,476.63,79502953196.65,166801148
185,2021-10-31,Binance Coin,BNB,524.36,87464591883.46,166801148
186,2021-11-07,Binance Coin,BNB,650.45,108496484780.49,166801148
187,2021-11-14,Binance Coin,BNB,650.92,108573881513.51,166801148
188,2021-11-21,Binance Coin,BNB,585.29,97627756571.23,166801148
189,2021-11-28,Binance Coin,BNB,611.37,101976683739.37,166801148
190,2021-12-05,Binance Coin,BNB,557.78,93038857104.01,166801148
191,2021-12-12,Binance Coin,BNB,570.82,95214089646.9,166801148
192,2021-12-19,Binance Coin,BNB,529.97,88399940789.77,166801148
193,2021-12-26,Binance Coin,BNB,546.99,91239389442.48,166801148
194,2022-01-02,Binance Coin,BNB,531.4,88637570485.46,166801148
195,2022-01-09,Binance Coin,BNB,438.8,73192856244.13,166801148
196,2021-05-23,Binance USD,BUSD,1.0,8616499779.1,8615478723
197,2021-05-30,Binance USD,BUSD,0.9995,8605048903.57,8609694339
198,2021-06-06,Binance USD,BUSD,1.0,9653439792.24,9647663214
199,2021-06-13,Binance USD,BUSD,0.9995,9573005226.78,9577984008
200,2021-06-20,Binance USD,BUSD,1.0,9461325790.75,9451605492
201,2021-06-27,Binance USD,BUSD,1.0,9951227530.45,9946112282
202,2021-07-04,Binance USD,BUSD,0.9994,10676277026.37,10682980595
203,2021-07-11,Binance USD,BUSD,1.0,10698982832.83,10696171448
204,2021-07-18,Binance USD,BUSD,1.0,11202748538.94,11197269019
205,2021-07-25,Binance USD,BUSD,0.9996,11784474861.3,11789037210
206,2021-08-01,Binance USD,BUSD,1.0,12227406453.63,12225898274
207,2021-08-08,Binance USD,BUSD,0.9995,12246229869.15,12252758178
208,2021-08-15,Binance USD,BUSD,0.9998,12045531817.64,12047405939
209,2021-08-22,Binance USD,BUSD,1.0,12287897800.57,12285640552
210,2021-08-29,Binance USD,BUSD,1.0,12181357793.43,12175987734
211,2021-09-05,Binance USD,BUSD,0.9998,12604234548.17,12606863534
212,2021-09-12,Binance USD,BUSD,0.9996,12462556427.2,12468092358
213,2021-09-19,Binance USD,BUSD,1.0,12835135501.96,12833444459
214,2021-09-26,Binance USD,BUSD,1.0,13694222195.73,13689325309
215,2021-10-03,Binance USD,BUSD,0.9997,13103985082.07,13107973510
216,2021-10-10,Binance USD,BUSD,1.0,13192054653.6,13182583775
217,2021-10-17,Binance USD,BUSD,1.0,13062633057.83,13057877155
218,2021-10-24,Binance USD,BUSD,1.0,12868213595.21,12864768287
219,2021-10-31,Binance USD,BUSD,0.9997,13615664431.83,13619701327
220,2021-11-07,Binance USD,BUSD,1.0,13616516562.77,13608731064
221,2021-11-14,Binance USD,BUSD,1.0,12694574047.66,12694721882
222,2021-11-21,Binance USD,BUSD,1.0,12973295593.79,12970571288
223,2021-11-28,Binance USD,BUSD,1.0,12980404027.32,12970571288
224,2021-12-05,Binance USD,BUSD,0.9993,13588403503.31,13598465810
225,2021-12-12,Binance USD,BUSD,1.0,13801008384.01,13800014686
226,2021-12-19,Binance USD,BUSD,0.9999,14376828695.35,14377988824
227,2021-12-26,Binance USD,BUSD,0.9999,14632314648.34,14633196848
228,2022-01-02,Binance USD,BUSD,0.9995,14625354832.86,14633196848
229,2022-01-09,Binance USD,BUSD,1.0,14035630997.49,14024581523
230,2022-01-16,Binance USD,BUSD,0.9995,14440486040.68,14447199773
231,2022-01-23,Binance USD,BUSD,1.0,14029380716.55,14014646584
232,2022-01-30,Binance USD,BUSD,1.0,14999289261.42,14984573516
233,2022-02-06,Binance USD,BUSD,0.9999,16520648299.56,16522327497
234,2022-02-13,Binance USD,BUSD,0.9987,17569100319.11,17592568656
235,2022-02-20,Binance USD,BUSD,0.9989,18089648881.54,18110422295
236,2022-02-27,Binance USD,BUSD,0.9992,18124158489.77,18138248436
237,2022-03-06,Binance USD,BUSD,1.0,17964396110.36,17952166488
238,2022-03-13,Binance USD,BUSD,1.0,18014031267.03,18008290774
239,2022-03-20,Binance USD,BUSD,0.9994,17794988349.19,17806035748
240,2022-03-27,Binance USD,BUSD,1.0,17582026844.83,17566012234
241,2022-04-03,Binance USD,BUSD,0.9995,17781604302.98,17790453699
242,2022-04-10,Binance USD,BUSD,1.0,17944888123.56,17931601772
243,2022-04-17,Binance USD,BUSD,0.9988,17431792074.01,17452873283
244,2022-04-24,Binance USD,BUSD,1.0,17565627263.13,17558654054
245,2022-05-01,Binance USD,BUSD,1.0,17709746262.92,17689269894
246,2022-05-08,Binance USD,BUSD,1.0,17328366096.42,17323320501
247,2022-05-15,Binance USD,BUSD,1.0,17743577941.18,17735417590
248,2014-07-27,BitShares,BTS,0.0082,16397275.0,1999775104
249,2014-08-03,BitShares,BTS,0.009536,19069051.1,1999775140
250,2014-08-10,BitShares,BTS,0.009161,18319029.6,1999775140
251,2014-08-17,BitShares,BTS,0.01051,21008401.7,1999775140
252,2014-08-24,BitShares,BTS,0.03037,60734529.23,1999938671
253,2014-08-31,BitShares,BTS,0.03027,60535603.58,1999992536
254,2014-09-07,BitShares,BTS,0.03267,65339525.33,1999997637
255,2014-09-14,BitShares,BTS,0.03672,73441362.74,1999883512
256,2014-09-21,BitShares,BTS,0.03003,60055073.35,1999883512
257,2014-09-28,BitShares,BTS,0.03178,63548082.05,1999883512
258,2014-10-05,BitShares,BTS,0.02908,58148390.84,1999883512
259,2014-10-12,BitShares,BTS,0.02719,54371762.5,1999883512
260,2014-10-19,BitShares,BTS,0.02352,47045917.83,1999883512
261,2014-10-26,BitShares,BTS,0.0227,45404814.43,1999883512
262,2014-11-02,BitShares,BTS,0.01653,33063974.32,1999883512
263,2014-11-09,BitShares,BTS,0.02014,40274673.25,1999883512
264,2014-11-16,BitShares,BTS,0.01797,35940516.91,1999883512
265,2014-11-23,BitShares,BTS,0.01667,41642641.49,2498113895
266,2014-11-30,BitShares,BTS,0.01901,47475323.74,2497973773
267,2014-12-07,BitShares,BTS,0.01773,44292782.05,2497973773
268,2014-12-14,BitShares,BTS,0.0173,43226635.24,2497973773
269,2014-12-21,BitShares,BTS,0.01622,40515458.68,2497973773
270,2014-12-28,BitShares,BTS,0.01639,40942677.68,2497973773
271,2015-01-04,BitShares,BTS,0.01371,34255564.35,2497973773
272,2015-01-11,BitShares,BTS,0.01337,33407240.18,2497973773
273,2015-01-18,BitShares,BTS,0.01051,26258039.47,2497973773
274,2015-01-25,BitShares,BTS,0.01178,29425240.76,2497973773
275,2015-02-01,BitShares,BTS,0.01047,26143405.16,2497973773
276,2015-02-08,BitShares,BTS,0.009473,23679569.19,2499765153
277,2015-02-15,BitShares,BTS,0.008182,20453796.46,2499765153
278,2015-02-22,BitShares,BTS,0.008609,21520791.65,2499765153
279,2015-03-01,BitShares,BTS,0.01065,26644748.13,2501643489
280,2015-03-08,BitShares,BTS,0.009326,23344462.94,2503180286
281,2015-03-15,BitShares,BTS,0.008701,21784488.32,2503706843
282,2015-03-22,BitShares,BTS,0.007733,19361515.88,2503706843
283,2015-03-29,BitShares,BTS,0.006643,16640212.63,2504975101
284,2015-04-05,BitShares,BTS,0.005842,14634629.73,2504975101
285,2015-04-12,BitShares,BTS,0.004523,11329756.79,2504975101
286,2015-04-19,BitShares,BTS,0.004754,11908715.48,2504975101
287,2015-04-26,BitShares,BTS,0.004224,10581119.89,2504975101
288,2015-05-03,BitShares,BTS,0.003707,9303430.53,2509520303
289,2015-05-10,BitShares,BTS,0.003622,9089221.04,2509520303
290,2015-05-17,BitShares,BTS,0.003618,9078214.12,2509520303
291,2015-05-24,BitShares,BTS,0.006137,15416222.23,2511953117
292,2015-05-31,BitShares,BTS,0.006789,17053945.08,2511953117
293,2015-06-07,BitShares,BTS,0.006932,17413659.51,2511953117
294,2015-06-14,BitShares,BTS,0.006969,17506962.17,2511953117
295,2015-06-21,BitShares,BTS,0.007727,19410447.59,2511953117
296,2015-06-28,BitShares,BTS,0.006902,17336783.21,2511953117
297,2015-07-05,BitShares,BTS,0.006453,16209819.47,2511953117
298,2015-07-12,BitShares,BTS,0.006371,16003114.86,2511953117
299,2015-07-19,BitShares,BTS,0.005186,13026220.13,2511953117
300,2015-07-26,BitShares,BTS,0.005498,13809636.13,2511953117
301,2015-08-02,BitShares,BTS,0.004848,12177552.5,2511953117
302,2015-08-09,BitShares,BTS,0.004303,10808647.52,2511953117
303,2015-08-16,BitShares,BTS,0.004614,11591318.42,2511953117
304,2015-08-23,BitShares,BTS,0.003573,8975484.45,2511953117
305,2015-08-30,BitShares,BTS,0.003379,8487023.12,2511953117
306,2015-09-06,BitShares,BTS,0.004681,11758468.97,2511953117
307,2015-09-13,BitShares,BTS,0.004276,10740496.16,2511953117
308,2015-09-20,BitShares,BTS,0.007109,17856400.61,2511953117
309,2015-09-27,BitShares,BTS,0.006347,15942955.03,2511953117
310,2015-10-04,BitShares,BTS,0.005202,13066878.4,2511953117
311,2015-10-11,BitShares,BTS,0.005925,14883124.99,2511953117
312,2015-10-18,BitShares,BTS,0.004249,10672555.36,2511953117
313,2015-10-25,BitShares,BTS,0.003713,9325886.16,2511953117
314,2015-11-01,BitShares,BTS,0.004348,10921897.41,2511953117
315,2015-11-08,BitShares,BTS,0.003484,8750399.46,2511953117
316,2015-11-15,BitShares,BTS,0.003475,8729977.33,2511953117
317,2015-11-22,BitShares,BTS,0.003307,8377872.93,2533639703
318,2015-11-29,BitShares,BTS,0.003211,8136840.66,2534069539
319,2015-12-06,BitShares,BTS,0.003414,8652609.96,2534613763
320,2015-12-13,BitShares,BTS,0.00369,9354886.27,2535141675
321,2015-12-20,BitShares,BTS,0.003513,8907591.9,2535765776
322,2015-12-27,BitShares,BTS,0.003548,8999976.2,2536526784
323,2016-01-03,BitShares,BTS,0.003386,8591687.58,2537097300
324,2016-01-10,BitShares,BTS,0.003029,7685858.51,2537729279
325,2016-01-17,BitShares,BTS,0.003037,7708844.07,2538465674
326,2016-01-24,BitShares,BTS,0.003092,7852410.6,2539221363
327,2016-01-31,BitShares,BTS,0.003349,8507406.78,2539963349
328,2016-02-07,BitShares,BTS,0.003666,9314632.58,2540631892
329,2016-02-14,BitShares,BTS,0.004539,11536306.17,2541732874
330,2016-02-21,BitShares,BTS,0.00415,10554531.97,2543070711
331,2016-02-28,BitShares,BTS,0.004133,10516232.84,2544353574
332,2016-03-06,BitShares,BTS,0.005082,12936249.9,2545556877
333,2016-03-13,BitShares,BTS,0.007267,18510276.16,2547182197
334,2016-03-20,BitShares,BTS,0.00556,14167579.5,2548052203
335,2016-03-27,BitShares,BTS,0.006226,15875120.86,2549639975
336,2016-04-03,BitShares,BTS,0.005941,15155311.57,2550891891
337,2016-04-10,BitShares,BTS,0.005068,12932507.16,2551820000
338,2016-04-17,BitShares,BTS,0.004447,11351716.26,2552590000
339,2016-04-24,BitShares,BTS,0.004116,10509781.18,2553280000
340,2016-05-01,BitShares,BTS,0.004058,10367705.79,2554610000
341,2016-05-08,BitShares,BTS,0.003905,9981191.61,2555820000
342,2016-05-15,BitShares,BTS,0.003574,9139508.55,2557340000
343,2016-05-22,BitShares,BTS,0.003492,8935583.29,2558810000
344,2016-05-29,BitShares,BTS,0.003335,8537806.25,2559770000
345,2016-06-05,BitShares,BTS,0.00355,9090014.51,2560770000
346,2016-06-12,BitShares,BTS,0.003944,10103527.3,2561780000
347,2016-06-19,BitShares,BTS,0.00417,10687116.16,2562960000
348,2016-06-26,BitShares,BTS,0.0038,9744009.24,2564050000
349,2016-07-03,BitShares,BTS,0.004506,11558522.34,2565010000
350,2016-07-10,BitShares,BTS,0.004724,12120562.73,2565900000
351,2016-07-17,BitShares,BTS,0.004956,12720203.2,2566810000
352,2016-07-24,BitShares,BTS,0.005301,13610655.71,2567760000
353,2016-07-31,BitShares,BTS,0.004609,11838238.35,2568620000
354,2016-08-07,BitShares,BTS,0.004486,11527977.53,2569500000
355,2016-08-14,BitShares,BTS,0.004979,12796221.64,2570270000
356,2016-08-21,BitShares,BTS,0.005796,14901859.74,2571130000
357,2016-08-28,BitShares,BTS,0.005327,13703555.57,2572300000
358,2016-09-04,BitShares,BTS,0.005409,13918240.18,2573150000
359,2016-09-11,BitShares,BTS,0.004955,12752237.89,2573690000
360,2016-09-18,BitShares,BTS,0.005188,13354104.58,2573820000
361,2016-09-25,BitShares,BTS,0.005128,13200854.94,2574050000
362,2016-10-02,BitShares,BTS,0.004796,12345155.33,2574280000
363,2016-10-16,BitShares,BTS,0.004468,11506318.97,2575020000
364,2016-11-06,BitShares,BTS,0.004301,11077970.7,2575750000
365,2016-11-13,BitShares,BTS,0.004458,11483703.97,2576210000
366,2017-05-07,BitShares,BTS,0.0348,90474363.7,2599560000
367,2017-05-21,BitShares,BTS,0.1003,260930350.51,2601540000
368,2017-06-11,BitShares,BTS,0.392,1020271205.21,2602450000
369,2017-06-18,BitShares,BTS,0.3258,845946486.09,2596190000
370,2017-06-25,BitShares,BTS,0.2996,777820920.04,2596340000
371,2017-07-02,BitShares,BTS,0.2143,556410032.54,2596520000
372,2017-07-09,BitShares,BTS,0.1698,440920700.59,2596700000
373,2017-07-16,BitShares,BTS,0.09488,246387446.99,2596890000
374,2017-07-23,BitShares,BTS,0.1712,444705136.91,2597120000
375,2017-07-30,BitShares,BTS,0.1258,326801140.04,2597340000
376,2017-08-06,BitShares,BTS,0.1521,394982197.46,2597600000
377,2017-08-13,BitShares,BTS,0.1572,408484912.25,2597840000
378,2013-04-28,Bitcoin,BTC,134.21,1488566971.96,11091325
379,2013-05-05,Bitcoin,BTC,115.91,1288693216.22,11118050
380,2013-05-12,Bitcoin,BTC,115.0,1281982625.0,11147675
381,2013-05-19,Bitcoin,BTC,121.99,1363205019.9,11174725
382,2013-05-26,Bitcoin,BTC,133.48,1495292967.14,11202375
383,2013-06-02,Bitcoin,BTC,122.29,1373839383.45,11234075
384,2013-06-09,Bitcoin,BTC,100.0,1126642500.0,11266425
385,2013-06-16,Bitcoin,BTC,99.51,1124306468.29,11298425
386,2013-06-23,Bitcoin,BTC,107.6,1218626731.94,11325525
387,2013-06-30,Bitcoin,BTC,96.61,1096957926.58,11354025
388,2013-07-07,Bitcoin,BTC,74.56,848838935.56,11384475
389,2013-07-14,Bitcoin,BTC,94.69,1080918189.52,11415175
390,2013-07-21,Bitcoin,BTC,90.76,1038799169.95,11445900
391,2013-07-28,Bitcoin,BTC,99.76,1144602625.0,11474025
392,2013-08-04,Bitcoin,BTC,105.14,1209792869.08,11506100
393,2013-08-11,Bitcoin,BTC,105.0,1211789250.0,11540850
394,2013-08-18,Bitcoin,BTC,113.5,1313544012.5,11573075
395,2013-08-25,Bitcoin,BTC,122.11,1417199162.92,11605825
396,2013-09-01,Bitcoin,BTC,138.34,1610215304.37,11639550
397,2013-09-08,Bitcoin,BTC,121.66,1419836114.24,11670525
398,2013-09-15,Bitcoin,BTC,130.37,1526085088.84,11705800
399,2013-09-22,Bitcoin,BTC,129.12,1515584678.69,11737800
400,2013-09-29,Bitcoin,BTC,137.34,1616584461.39,11770675
